sample,submission_id,status
"def gcd ( x , y ) : 
 if x % y ! = 0 : 
 return gcd ( y , x % y ) 
 return y 
 
 print ( gcd ( * [ int ( i ) for i in input ( ) . split ( ) ] ) )",s602105416,"90    Accepted
Name: status, dtype: object"
"def gcd ( a , b ) : 
 	 while b : 
 	 	 a , b = b , a % b 
 	 return a 
 
 s = input ( ) . split ( ) 
 a = int ( s [ 0 ] ) 
 b = int ( s [ 1 ] ) 
 
 y = gcd ( a , b ) 
 print ( y )",s608111710,"64    Accepted
Name: status, dtype: object"
"a , b = list ( map ( int , input ( ) . split ( ) ) ) 
 def gcd ( a , b ) : 
 if a < b : 
 a , b = b , a 
 if b = = 0 : 
 return a 
 return gcd ( b , a % b ) 
 
 print ( gcd ( a , b ) ) 
",s610746951,"172    Accepted
Name: status, dtype: object"
"def gc ( a , b ) : 
 while b ! = 0 : 
 a , b = b , a % b 
 return a 
 
 n = list ( map ( int , input ( ) . split ( ) ) ) 
 if n [ 0 ] = = n [ 1 ] : 
 print ( gc ( n [ 0 ] , n [ 1 ] ) ) 
 elif n [ 0 ] > n [ 1 ] : 
 a = n [ 0 ] % n [ 1 ] 
 print ( gc ( n [ 1 ] , a ) ) 
 else : 
 a = n [ 1 ] % n [ 0 ] 
 print ( gc ( n [ 0 ] , a ) ) 
",s611341440,"174    Accepted
Name: status, dtype: object"
"def greatestdivisor ( x , y ) : 
 if y > x : 
 tmp = x 
 x = y 
 y = tmp 
 
 while y > 0 : 
 r = x % y 
 x = y 
 y = r 
 print ( x ) 
 
 a = input ( ) . split ( "" "" ) 
 greatestdivisor ( int ( a [ 0 ] ) , int ( a [ 1 ] ) ) 
 
 
",s631848196,"170    Accepted
Name: status, dtype: object"
"import sys 
 a 1 , b 1 = list ( map ( int , input ( ) . split ( ) ) ) 
 
 def gcd ( a , b ) : 
 if ( b = = 0 ) : 
 return a 
 else : 
 c = b 
 b = a % b 
 a = c 
 
 return ( gcd ( a , b ) ) 
 
 print ( gcd ( a 1 , b 1 ) )",s633654036,"77    Accepted
Name: status, dtype: object"
"import math 
 a , b = map ( int , input ( ) . split ( ) ) 
 print ( math . gcd ( a , b ) ) 
 
 ''' 
 # 0 0 . 0 2 sec 5 5 8 8 kb 4 lines 5 5 bytes 
 a , b = map ( int , input ( ) . split ( ) ) 
 while b : a , b = b , a % b 
 print ( a ) 
 '''",s636590151,"86    Accepted
Name: status, dtype: object"
"import math 
 
 x , y = map ( int , input ( ) . split ( ) ) 
 print ( math . gcd ( x , y ) ) 
 
",s640717399,"108    Accepted
Name: status, dtype: object"
"# - * - coding : utf - 8 - * - 
 
 
 def gcd ( x , y ) : 
 # gcd ( greatest common divisor ) 
 if x < y : 
 x , y = y , x 
 
 while y > 0 : 
 r = x % y 
 x = y 
 y = r 
 
 print ( x ) 
 
 
 def to _ xy ( v ) : 
 return [ int ( c ) for c in v . split ( ) ] 
 
 
 if _ _ name _ _ = = ' _ _ main _ _ ' : 
 x , y = to _ xy ( input ( ) ) 
 gcd ( x , y )",s644628074,"52    Accepted
Name: status, dtype: object"
"# alds 1 _ 1 _ b - greatest common divisor 
 def gcd ( x : int , y : int ) - > int : 
 while x % y : 
 x , y = y , x % y 
 return y 
 
 
 def main ( ) : 
 a , b = tuple ( map ( int , input ( ) . split ( ) ) ) 
 ans = gcd ( a , b ) 
 print ( ans ) 
 
 
 if _ _ name _ _ = = "" _ _ main _ _ "" : 
 main ( ) 
",s646411093,"175    Accepted
Name: status, dtype: object"
"z = input ( ) . split ( ) 
 x = int ( z [ 0 ] ) 
 y = int ( z [ 1 ] ) 
 while ( x ! = y ) : 
 if ( x > y ) : 
 r = x - y 
 x = y 
 y = r 
 elif ( x < y ) : 
 r = y - x 
 y = r 
 print ( y ) 
",s656447178,"177    Accepted
Name: status, dtype: object"
"a , b = map ( int , input ( ) . split ( ) ) 
 while true : 
 if a < b : 
 a , b = b , a 
 if a % b = = 0 : 
 print ( b ) 
 break 
 else : 
 a = a - b 
",s665173627,"186    Accepted
Name: status, dtype: object"
"def gcd ( x , y ) : 
 if x > y : 
 return gcd ( y , x ) 
 if y % x = = 0 : 
 return x 
 else : 
 return gcd ( y % x , x ) 
 
 
 def main ( ) : 
 x , y = map ( int , input ( ) . split ( ) ) 
 print ( gcd ( x , y ) ) 
 
 if _ _ name _ _ = = "" _ _ main _ _ "" : 
 main ( )",s690678122,"67    Accepted
Name: status, dtype: object"
"from math import gcd 
 a , b = map ( int , input ( ) . split ( ) ) 
 print ( gcd ( a , b ) ) 
",s695056997,"163    Accepted
Name: status, dtype: object"
"def gcd ( x , y ) : 
 if x < y : 
 return gcd ( y , x ) 
 if x % y = = 0 : 
 return y 
 else : 
 return gcd ( y , x % y ) 
 
 a , b = map ( int , input ( ) . split ( ) ) 
 print ( gcd ( a , b ) )",s701683852,"78    Accepted
Name: status, dtype: object"
"def gcd ( x , y ) : 
 while y > 0 : 
 tmp = x % y 
 x = y 
 y = tmp 
 return x 
 
 
 x , y = map ( int , input ( ) . split ( ) ) 
 print ( gcd ( x , y ) ) 
",s702840331,"134    Accepted
Name: status, dtype: object"
"def test ( ) : 
 
 	 inputs = list ( map ( int , input ( ) . split ( ) ) ) 
 	 
 	 if inputs [ 0 ] > inputs [ 1 ] : 
 	 	 a = inputs [ 0 ] 
 	 	 b = inputs [ 1 ] 
 	 else : 
 	 	 a = inputs [ 1 ] 
 	 	 b = inputs [ 0 ] 
 
 	 while b > 0 : 
 
 	 	 r = a % b 
 	 	 a = b 
 	 	 b = r 
 
 	 print ( a ) 
 
 
 if _ _ name _ _ = = "" _ _ main _ _ "" : 
 	 test ( ) 
 
",s705920171,"176    Accepted
Name: status, dtype: object"
"x , y = map ( int , input ( ) . split ( ) ) 
 
 if x < y : 
 x , y = y , x 
 
 div = x % y 
 while div ! = 0 : 
 x , y = y , div 
 div = x % y 
 
 print ( y ) 
",s715169600,"136    Accepted
Name: status, dtype: object"
"x , y = map ( int , input ( ) . split ( ) ) 
 
 def gcd ( _ x , _ y ) : 
 x = min ( _ x , _ y ) 
 y = max ( _ x , _ y ) 
 
 if x = = 0 or y = = 0 : 
 return 0 
 if x = = y : 
 return x 
 elif y % x = = 0 : 
 return min ( x , y ) 
 elif y % x ! = 0 : 
 return gcd ( y % x , x ) 
 
 print ( gcd ( x , y ) ) 
",s723912542,"0    Accepted
Name: status, dtype: object"
"def gcd ( x , y ) : 
 if x < y : 
 x , y = y , x 
 # x , y = y , x はswap ( 値の交換 ) を表す 
 
 while y > 0 : 
 r = x % y 
 x = y 
 y = r 
 return x 
 
 
 x , y = map ( int , input ( ) . split ( ) ) 
 print ( gcd ( x , y ) ) 
 
 
 # ユークリッドの互除法により最大公約数 : greatestcommondivisorを求める 
 
 # 以下のようなアルゴリズムはn回の割り算を行う必要があるため、大きな数に対しては時間内に出力を得ることはできない 
 # gcd ( x , y ) 
 # n = min ( x , y ) 
 # for d = n downto 1 
 # if x と y がともに d で割り切れる 
 # return d 
 
 # ユークリッドの互除法による最大公約数の判定 
 # gcd ( x , y ) 
 # if x < y 
 # swap ( x , y ) 
 # while y > 0 
 # r = x % y 
 # x = y 
 # y = r 
 
 # return x 
 
 # ユークリッドの互除法 
 # a = bq + r 
 # 7 4 = 5 4 * 1 + 2 0 
 # 5 4 = 2 0 * 2 + 1 4 
 # 2 0 = 1 4 * 1 + 6 
 # 1 4 = 6 * 2 + 2 
 # 6 = 2 * 3 + 0 
 
 
 # 一行に複数入力 
 # > > > a , b = map ( int , input ( ) . split ( ) ) # 標準入力を行う 
 # 3 3 6 6 
 # > > > print ( a ) 
 # 3 3 
 # > > > print ( b ) 
 # 6 6 
 
",s733534291,"199    Accepted
Name: status, dtype: object"
"x , y = map ( int , raw _ input ( ) . split ( ) ) 
 if x = = y : 
 print x 
 else : 
 if y > x : 
 tmp = x 
 x = y 
 y = tmp 
 i = 2 
 ans = 1 
 al = [ ] 
 while i * i < = x : 
 if x % i = = 0 : 
 if y % i = = 0 : 
 al . append ( i ) 
 x = x / i 
 y = y / i 
 continue 
 i + = 1 
 if len ( al ) ! = 0 : 
 for j in al : 
 ans * = j 
 print ans",s735816967,"39    Accepted
Name: status, dtype: object"
"def printarrline ( arr ) : 
 print ( ' ' . join ( list ( map ( str , arr ) ) ) ) 
 
 def inputarrline ( ) : 
 return [ int ( i ) for i in input ( ) . split ( ) ] 
 
 def gcd ( a , b ) : 
 if b = = 0 : 
 return a 
 else : 
 return gcd ( b , a % b ) 
 
 ar = inputarrline ( ) 
 a = ar [ 0 ] 
 b = ar [ 1 ] 
 
 print ( gcd ( a , b ) ) 
",s747706129,"190    Accepted
Name: status, dtype: object"
"x , y = map ( int , input ( ) . split ( ) ) 
 while true : 
 if x < y : 
 z = y 
 y = x 
 x = z 
 k = x % y 
 if k = = 0 : 
 break 
 x = y 
 y = k 
 print ( y ) 
",s748383934,"127    Accepted
Name: status, dtype: object"
"x , y = map ( int , input ( ) . split ( ) ) 
 
 if x < y : 
 x , y = y , x 
 
 while y > 0 : 
 if x < y : 
 x , y = y , x 
 r = x % y 
 x = y 
 y = r 
 
 print ( x ) 
",s763160090,"167    Accepted
Name: status, dtype: object"
"a , b = map ( int , raw _ input ( ) . split ( ' ' ) ) 
 
 def gcd ( a , b ) : 
 if a < b : 
 a , b = b , a 
 if a % b = = 0 : 
 return b 
 else : 
 return gcd ( b , a % b ) 
 
 print gcd ( a , b )",s765609615,"42    Accepted
Name: status, dtype: object"
"import math ; 
 
 x , y = map ( int , input ( ) . split ( ) ) ; 
 
 print ( math . gcd ( x , y ) ) ; 
 
",s768163274,"120    Accepted
Name: status, dtype: object"
"def euclideanalg ( n , m ) : 
 r = n % m 
 if r = = 0 : 
 return m 
 else : 
 return euclideanalg ( m , r ) 
 
 if _ _ name _ _ = = "" _ _ main _ _ "" : 
 a = map ( int , raw _ input ( ) . split ( ) ) 
 print euclideanalg ( a [ 0 ] , a [ 1 ] )",s772052255,"37    Accepted
Name: status, dtype: object"
"x , y = map ( int , input ( ) . split ( ) ) 
 x , y = max ( x , y ) , min ( x , y ) 
 # print ( x , y ) 
 
 while true : 
 if x % y = = 0 : 
 break 
 else : 
 x , y = max ( y , x % y ) , min ( y , x % y ) 
 # print ( x , y ) 
 
 print ( y ) 
",s780982225,"132    Accepted
Name: status, dtype: object"
"def calc _ gcd ( a , b ) : 
 if a < b : 
 a , b = b , a 
 if b = = 0 : 
 return a 
 return calc _ gcd ( b , a % b ) 
 
 x , y = map ( int , input ( ) . split ( ) ) 
 print ( "" % d "" % ( calc _ gcd ( x , y ) ) ) 
 
",s787843549,"16    Accepted
Name: status, dtype: object"
"def gcd ( x , y ) : 
 	 if 0 = = y : 
 	 	 return x 
 	 else : 
 	 	 return gcd ( y , x % y ) 
 	 	 
 a , b = [ int ( val ) for val in input ( ) . split ( "" "" ) ] 
 if a < b : 
 	 a , b = b , a 
 print ( gcd ( a , b ) )",s792584235,"19    Accepted
Name: status, dtype: object"
"x , y = map ( int , input ( ) . split ( ) ) 
 if x > y : 
 x , y = y , x 
 while x % y ! = 0 : 
 x , y = y , x % y 
 print ( y ) 
",s795037824,"125    Accepted
Name: status, dtype: object"
"# - * - coding : utf - 8 - * - 
 from sys import stdin 
 
 def greatest _ common _ divisor 3 ( x , y ) : 
 xx = max ( x , y ) 
 yy = min ( x , y ) 
 v 1 = xx % yy 
 # print ( "" { } { } "" . format ( yy , v 1 ) ) # todo delete 
 if yy < = 0 or v 1 < = 0 : 
 return max ( yy , v 1 ) 
 else : 
 return greatest _ common _ divisor 3 ( yy , v 1 ) 
 
 x _ y = list ( map ( int , stdin . readline ( ) . split ( ) ) ) 
 print ( greatest _ common _ divisor 3 ( x _ y [ 0 ] , x _ y [ 1 ] ) ) 
",s801553266,"135    Accepted
Name: status, dtype: object"
"
 a , b = map ( int , input ( ) . split ( ) ) 
 if a < b : 
 a , b = b , a 
 while a % b ! = 0 : 
 a , b = b , a % b 
 print ( b ) 
",s802091317,"45    Accepted
Name: status, dtype: object"
"import math 
 a , b = map ( int , input ( ) . split ( ) ) 
 
 print ( math . gcd ( a , b ) ) 
 
",s817312817,"123    Accepted
Name: status, dtype: object"
"def gcd ( a , b ) : 
 if a < b : 
 a , b = b , a # swap ( 最初に確認のswap ) 
 while b > 0 : 
 a = a % b 
 a , b = b , a # ( 毎回入れ替えるawap ) 
 return a 
 a = list ( map ( int , input ( ) . split ( ) ) ) 
 
 print ( gcd ( a [ 0 ] , a [ 1 ] ) ) 
",s818775970,"140    Accepted
Name: status, dtype: object"
"def converter ( a , b ) : 
 if b % a = = 0 : 
 return a 
 else : 
 return converter ( b % a , a ) 
 
 
 a , b = sorted ( [ int ( x ) for x in raw _ input ( ) . strip ( ) . split ( ' ' ) ] ) 
 print converter ( a , b )",s821704379,"62    Accepted
Name: status, dtype: object"
"def gcd ( x , y ) : 
 while x > 0 : 
 x , y = y % x , x 
 return y 
 
 
 xy = list ( map ( int , input ( ) . split ( ) ) ) 
 x = xy [ 0 ] 
 y = xy [ 1 ] 
 y = gcd ( x , y ) 
 print ( y ) 
",s829162000,"9    Accepted
Name: status, dtype: object"
"x , y = map ( int , input ( ) . split ( ) ) 
 
 if x > y : 
 pass 
 else : 
 x , y = y , x 
 
 while x % y ! = 0 : 
 d = x % y 
 x = y 
 y = d 
 print ( y ) 
",s831188512,"92    Accepted
Name: status, dtype: object"
"def gcd ( a , b ) : 
 if a < b : 
 a , b = b , a 
 
 c = a % b 
 if c = = 0 : 
 return b 
 else : 
 return gcd ( b , c ) 
 
 
 if _ _ name _ _ = = "" _ _ main _ _ "" : 
 a , b = map ( int , input ( ) . split ( ) ) 
 print ( gcd ( a , b ) ) 
",s832181680,"181    Accepted
Name: status, dtype: object"
"x , y = a , b = map ( int , raw _ input ( ) . split ( ) ) 
 while true : 
 if x % y = = 0 : break 
 x , y = ( y , x % y ) 
 print "" % d "" % y",s837745946,"47    Accepted
Name: status, dtype: object"
"a , b = map ( lambda x : int ( x ) , input ( ) . split ( ) ) 
 
 x = a if a > b else b 
 y = a if a < b else b 
 
 def gcd ( x , y ) : 
 if x = = y : 
 return x 
 if y = = 0 : 
 return x 
 elif x < y : 
 return gcd ( x , y % x ) 
 else : 
 return gcd ( y , x % y ) 
 
 print ( gcd ( x , y ) ) 
",s844154660,"185    Accepted
Name: status, dtype: object"
"def gcd ( x , y ) : 
 if x < y : 
 if y % x = = 0 : 
 print ( str ( x ) ) 
 else : 
 gcd ( x , y % x ) 
 elif x > y : 
 if x % y = = 0 : 
 print ( str ( y ) ) 
 else : 
 gcd ( y , x % y ) 
 else : 
 print ( str ( x ) ) 
 
 if _ _ name _ _ = = ' _ _ main _ _ ' : 
 a , b = map ( int , input ( ) . split ( ) ) 
 gcd ( a , b ) 
",s846313992,"180    Accepted
Name: status, dtype: object"
"def gcd ( x , y ) : 
 if x < y : 
 x , y = y , x 
 if y = = 0 : 
 return x 
 return gcd ( y , x % y ) 
 
 x , y = [ int ( i ) for i in input ( ) . split ( ) ] 
 print ( gcd ( x , y ) ) 
",s901604720,"115    Accepted
Name: status, dtype: object"
"def gcd ( x , y ) : 
 if y = = 0 : 
 print ( x ) 
 return x 
 return gcd ( y , x % y ) 
 
 x , y = map ( int , input ( ) . split ( ) ) 
 if y > x : 
 t = y 
 y = x 
 x = t 
 gcd ( x , y )",s911242250,"72    Accepted
Name: status, dtype: object"
"from math import gcd 
 
 x , y = map ( int , input ( ) . split ( ) ) 
 
 
 
 print ( gcd ( x , y ) ) 
",s921618249,"122    Accepted
Name: status, dtype: object"
"def gcd ( a , b ) : 
 if b = = 0 : 
 return a 
 while b : 
 a , b = b , a % b 
 return gcd ( a , b ) 
 a , b = map ( int , input ( ) . split ( ) ) 
 print ( gcd ( a , b ) ) 
",s924092347,"158    Accepted
Name: status, dtype: object"
"
 x , y = map ( int , input ( ) . split ( ) ) 
 
 while y ! = 0 : 
 if x > = y : 
 x , y = y , x % y 
 else : 
 x , y = y , x 
 
 print ( x ) 
",s931951245,"143    Accepted
Name: status, dtype: object"
"def gcd ( a , b ) : 
 a , b = max ( a , b ) , min ( a , b ) 
 while b : 
 a , b = b , a % b 
 return a 
 
 
 x , y = map ( int , input ( ) . split ( ) ) 
 print ( gcd ( x , y ) ) 
 
",s932195316,"153    Accepted
Name: status, dtype: object"
"x , y = map ( int , input ( ) . split ( ) ) 
 
 if x < y : 
 x , y = y , x 
 while x % y ! = 0 : 
 x , y = y , x % y 
 
 print ( y ) 
",s938691897,"128    Accepted
Name: status, dtype: object"
"def gcd ( x , y ) : 
 if x < y : x , y = y , x 
 while y ! = 0 : 
 x , y = y , x % y 
 return x 
 x , y = map ( int , input ( ) . split ( ) ) 
 print ( gcd ( x , y ) ) 
",s943468308,"150    Accepted
Name: status, dtype: object"
"a , b = map ( int , input ( ) . split ( ) ) 
 
 if b > a : 
 temp = a 
 a = b 
 b = temp 
 
 while b > 0 : 
 temp = b 
 b = a % b 
 a = temp 
 
 print ( a ) 
",s972255322,"194    Accepted
Name: status, dtype: object"
"a , b = map ( int , input ( ) . split ( ) ) 
 
 if a < b : 
 ret = a 
 a = b 
 b = ret 
 
 
 def gcd ( a , b ) : 
 c = a % b 
 if c = = 0 : 
 return b 
 else : 
 return gcd ( b , c ) 
 
 print ( str ( gcd ( a , b ) ) ) 
 
",s974217174,"59    Accepted
Name: status, dtype: object"
"x , y = map ( int , input ( ) . split ( ) ) 
 
 if x < y : 
 ( x , y ) = ( y , x ) 
 
 while 1 : 
 if y = = 0 : 
 print ( x ) 
 break 
 
 z = x % y 
 x = z 
 ( x , y ) = ( y , x ) 
",s974559826,"133    Accepted
Name: status, dtype: object"
"def gcd ( b , s ) : 
 mod = b % s 
 if mod ! = 0 : 
 return gcd ( s , mod ) 
 
 else : 
 return s 
 
 x , y = map ( int , input ( ) . split ( ) ) 
 b = max ( x , y ) 
 s = min ( x , y ) 
 a = gcd ( b , s ) 
 print ( a )",s978443797,"38    Accepted
Name: status, dtype: object"
"# ２つの整数 x と y について、x ÷ d と y ÷ d の余りがともに 0 となる d のうち最大のものを、x と y の最大公約数（greatest common divisor）と言います。 
 # 例えば、 3 5 と 1 4 の最大公約数 gcd ( 3 5 , 1 4 ) は 7 となります。これは、 3 5 の約数 { 1 , 5 , 7 , 3 5 } 、 1 4 の約数 { 1 , 2 , 7 , 1 4 } の公約数 { 1 , 7 } の最大値となります。 
 
 x , y = [ int ( i ) for i in input ( ) . split ( ) ] 
 
 
 # 1 4 7 % 1 0 5 = 4 2 
 # 1 0 5 % 4 2 = 2 1 
 # 4 2 % 2 1 = 2 
 
 mod = 0 
 while true : 
 mod = max ( x , y ) % min ( x , y ) 
 x = y 
 y = mod 
 if mod < = 0 : break 
 
 print ( x ) 
 
",s981912212,"155    Accepted
Name: status, dtype: object"
"from math import gcd 
 a , b = map ( int , input ( ) . split ( ) ) 
 print ( gcd ( a , b ) ) 
",s995619921,"147    Accepted
Name: status, dtype: object"
"import math 
 r = float ( input ( ) ) 
 print ( r * r * math . pi , 2 * r * math . pi ) 
 
",s007048638,"126    Accepted
Name: status, dtype: object"
"pi = 3 . 1 4 1 5 9 2 6 5 3 5 8 9 7 9 
 r = float ( input ( ) ) 
 s = ' { 0 : 8 0 . 1 0 f } ' . format ( pi * r * r ) 
 l = ' { 0 : 8 0 . 1 0 f } ' . format ( pi * r * 2 ) 
 print ( s , l ) 
",s010453070,"112    Accepted
Name: status, dtype: object"
"import math 
 
 r = float ( input ( ) ) 
 
 a = r * r * math . pi 
 b = r * 2 * math . pi 
 
 print ( f' { a : . 0 6 f } { b : . 0 6 f } ' ) 
",s010537091,"144    Accepted
Name: status, dtype: object"
"from math import pi 
 r = float ( input ( ) ) 
 print ( "" { : . 0 1 0 f } { : . 0 1 0 f } "" . format ( r * r * pi , 2 * pi * r ) ) 
 
 
",s011511883,"125    Accepted
Name: status, dtype: object"
"a = float ( input ( ) ) 
 print ( ( a * a * 3 . 1 4 1 5 9 2 6 5 3 5 8 9 7 9 3 2 3 8 4 6 ) , ( a * 2 * 3 . 1 4 1 5 9 2 6 5 3 5 8 9 7 9 3 2 3 8 4 6 ) ) 
 
",s018814395,"179    Accepted
Name: status, dtype: object"
"r = float ( input ( ) ) 
 p = 3 . 1 4 1 5 9 2 6 5 3 5 8 9 
 men = r * r * p 
 shu = 2 * r * p 
 print ( f "" { men : . 5 f } { shu : . 5 f } "" ) 
",s023236758,"172    Accepted
Name: status, dtype: object"
"import math 
 
 r = float ( input ( ) ) 
 
 s = r * r * math . pi 
 
 l = r * 2 * math . pi 
 
 print ( ' % . 5 f % . 5 f' % ( s , l ) )",s025030420,"32    Accepted
Name: status, dtype: object"
"import math 
 r = float ( input ( ) ) 
 print ( r * r * math . pi , 2 * r * math . pi ) 
",s033823428,"143    Accepted
Name: status, dtype: object"
"r = float ( input ( ) ) 
 print ( ' { : . 6 f } ' . format ( 3 . 1 4 1 5 9 2 6 5 3 5 8 9 * r * * 2 ) , ' { : . 6 f } ' . format ( 3 . 1 4 1 5 9 2 6 5 3 5 8 9 * r * 2 ) ) 
",s034295182,"184    Accepted
Name: status, dtype: object"
"import math 
 r = float ( input ( ) ) 
 s = math . pi * r * r 
 a = math . pi * 2 * r 
 print ( s , a ) 
",s047276092,"195    Accepted
Name: status, dtype: object"
"import math 
 r = input ( ) 
 
 s = r * r * math . pi 
 l = 2 * r * math . pi 
 print "" % f % f "" % ( s , l )",s057790145,"53    Accepted
Name: status, dtype: object"
"import math 
 r = float ( input ( ) ) 
 print ( math . pi * r * r , 2 * math . pi * r ) 
",s083148962,"136    Accepted
Name: status, dtype: object"
"import math 
 r = float ( input ( ) ) 
 
 s = r * r * math . pi 
 l = r * 2 * math . pi 
 
 print ( "" { 0 : . 5 f } { 1 : . 5 f } "" . format ( s , l ) )",s086243404,"58    Accepted
Name: status, dtype: object"
"import math 
 r = float ( input ( ) ) 
 
 s = r * r * math . pi 
 l = r * 2 * math . pi 
 
 print ( "" { 0 : . 5 f } { 1 : . 5 f } "" . format ( s , l ) )",s090957938,"59    Accepted
Name: status, dtype: object"
"r = float ( input ( ) ) 
 pi = 3 . 1 4 1 5 9 2 6 5 3 5 8 9 
 s = r * r * pi 
 l = 2 * r * pi 
 
 print ( float ( s ) , float ( l ) ) 
",s093339182,"163    Accepted
Name: status, dtype: object"
"import math 
 r = float ( input ( ) ) 
 print ( r * * 2 * math . pi , r * 2 * math . pi )",s099503088,"54    Accepted
Name: status, dtype: object"
"r = float ( input ( ) ) 
 s = 3 . 1 4 1 5 9 2 6 5 3 5 8 9 
 men = r * r * s 
 nag = ( ( r * 2 ) * s ) 
 print ( men , nag ) 
",s103710018,"146    Accepted
Name: status, dtype: object"
"from math import pi # 円周率 
 # 浮動小数点数で読む 
 r = float ( input ( ) ) 
 area = r * r * pi 
 cir = ( r + r ) * pi 
 print ( f' { ( area ) : . 6 f } { ( cir ) : . 6 f } ' ) 
",s103864025,"17    Accepted
Name: status, dtype: object"
"import math 
 
 pi = math . pi 
 r = float ( input ( ) ) 
 print ( format ( r * * 2 * pi , ' . 5 f' ) , format ( 2 * pi * r , ' . 5 f' ) ) 
 
",s105461906,"185    Accepted
Name: status, dtype: object"
"import math 
 r = float ( input ( ) ) 
 pi = math . pi 
 print ( ' { : . 6 f } ' . format ( ( r * * 2 ) * pi ) , ' { : . 6 f } ' . format ( 2 * r * pi ) ) 
",s105869326,"151    Accepted
Name: status, dtype: object"
"import math 
 r = input ( ) ; 
 if r > = 0 : 
 s = ( math . pi ) * r * r ; 
 l = 2 * ( math . pi ) * r ; 
 print "" % . 6 f % . 6 f "" % ( s , l ) ;",s113997933,"133    Accepted
Name: status, dtype: object"
"r = float ( input ( ) ) 
 
 print ( f "" { r * * 2 * 3 . 1 4 1 5 9 2 6 5 3 5 8 9 } { 2 * r * 3 . 1 4 1 5 9 2 6 5 3 5 8 9 : . 5 f } "" ) 
",s123997199,"153    Accepted
Name: status, dtype: object"
"from math import pi 
 a = float ( input ( ) ) 
 b = a * pi 
 print ( b * a , b * 2 )",s140468716,"106    Accepted
Name: status, dtype: object"
"import math 
 r , p = float ( input ( ) ) , math . pi 
 print ( r * * 2 * p , 2 * p * r ) 
",s165045351,"116    Accepted
Name: status, dtype: object"
"import math 
 r = float ( input ( ) ) 
 print ( ' { : . 6 f } { : . 6 f } ' . format ( r * r * math . pi , 2 * r * math . pi ) ) 
",s173245859,"196    Accepted
Name: status, dtype: object"
"import math 
 p = math . pi 
 r = float ( input ( ) ) 
 l = 2 * p * r 
 s = p * pow ( r , 2 ) 
 
 print ( str ( s ) + "" "" + str ( l ) ) 
 
",s180584069,"197    Accepted
Name: status, dtype: object"
